,smiles,homo,lumo,gap,mol_wt,nhoh_ct,valence,mole_logp,tpsa,enthalpy
481,CC(=O)C1COC1,-0.2512,-0.0209,0.2302,100.052429496,0,40,0.2218,26.3,-345.640085
482,O=CCC1COC1,-0.2536,-0.0297,0.2239,100.052429496,0,40,0.2218,26.3,-345.626788
483,CC1=CC2OC2C1,-0.2347,0.0075,0.2422,96.057514876,0,38,1.1038000000000001,12.53,-308.505642
484,N=C1OCCC1=O,-0.2588,-0.0695,0.1893,99.0320284,1,38,-0.04693000000000014,50.15,-360.532962
485,CC1COCC1=O,-0.2424,-0.0247,0.2177,100.052429496,0,40,0.2218,26.3,-345.670461
486,CC1CC(=O)C1C,-0.2358,-0.0148,0.221,98.07316494,0,40,1.2314,17.07,-309.72793
487,CC1CC=CC1O,-0.2501,0.012,0.2621,98.07316494,1,40,0.9433,20.23,-309.72315
488,CC1CN1C(N)=O,-0.2434,0.0445,0.2879,100.063662876,2,40,-0.23079999999999978,46.1,-341.843223
489,NC12CC1OC2=O,-0.2483,0.0,0.2484,99.0320284,2,38,-0.9870000000000003,52.32,-360.492157
490,OC1CC11CCO1,-0.2244,0.0673,0.2918,100.052429496,1,40,-0.08990000000000009,29.46,-345.59916
491,CC#CC1NC1C,-0.2317,0.0455,0.2773,95.073499288,1,38,0.37000000000000005,21.94,-288.585317
492,COC(C=O)C#C,-0.25,-0.0446,0.2053,98.036779432,0,38,-0.16649999999999987,26.3,-344.393744
493,OCC1=CCCC1,-0.2228,0.0378,0.2606,98.07316494,1,40,1.089,20.23,-309.720871
494,N#CC1CN=CN1,-0.2496,-0.0038,0.2458,95.04834715999999,1,36,-0.4899200000000001,48.18,-319.568198
495,CCCOCCC,-0.2478,0.0917,0.3396,102.104465068,0,44,1.823,9.23,-312.114059
496,CCOC=NCC,-0.2422,0.0325,0.2747,101.084063972,0,42,1.0711,21.59,-326.967011
497,OCC(C#C)C#N,-0.2834,0.0066,0.29,95.03711378,1,36,-0.2483200000000001,44.019999999999996,-323.335317
498,CC1CCN1C=O,-0.2389,0.0262,0.2652,99.068413908,0,40,0.2370000000000001,20.310000000000002,-325.784836
499,CNC1COC1=N,-0.232,0.0234,0.2554,100.063662876,2,40,-0.41813000000000006,45.11,-341.806231
500,O=C1CCC1C#C,-0.2413,-0.0269,0.2144,94.041864812,0,36,0.5987,17.07,-307.28242
501,O=CN1CCN=C1,-0.2452,-0.023,0.2221,98.048012812,0,38,-0.5133000000000001,32.67,-340.664051
502,CCCC#CC#C,-0.2398,-0.0084,0.2314,92.062600256,0,36,1.4231,0.0,-271.330123
503,OCC1CCC1=O,-0.2493,-0.0302,0.2191,100.052429496,1,40,-0.042200000000000015,37.3,-345.650918
504,O=CCNCC#C,-0.2484,-0.0279,0.2205,97.052763844,1,38,-0.5918999999999999,29.1,-324.52176
505,COCC#CC#C,-0.2447,-0.0235,0.2212,94.041864812,0,36,0.2694,9.23,-307.235668
506,OCC1=CCOC1,-0.2252,0.0257,0.2509,100.052429496,1,40,-0.06469999999999998,29.46,-345.637221
507,O=C1OCC1C#C,-0.2692,-0.0024,0.2668,96.021129368,0,36,-0.20739999999999992,26.3,-343.230865
508,O=CC1CCOC1,-0.2518,-0.0237,0.2282,100.052429496,0,40,0.2218,26.3,-345.658138
509,CCC1CC1C#N,-0.2857,0.0316,0.3173,95.073499288,0,38,1.55608,23.79,-288.64392
510,C#CC1OCC=C1,-0.2464,0.0069,0.2533,94.041864812,0,36,0.5746,9.23,-307.268449
511,O=CC1(CN1)C#C,-0.2607,-0.0465,0.2142,95.03711378,1,36,-0.8395000000000001,39.010000000000005,-323.312816
512,CCCOCC=O,-0.256,-0.0267,0.2293,102.06807956,0,42,0.6119,26.3,-346.845797
513,C#CC1CCCO1,-0.2521,0.0367,0.2888,96.057514876,0,38,0.7986,9.23,-308.478923
514,C#CC1CC1C#N,-0.2658,0.0098,0.2756,91.04219916,0,34,0.77928,23.79,-286.198483
515,CCC(OC)C#C,-0.2624,0.039,0.3014,98.07316494,0,40,1.0446,9.23,-309.667263
516,O=CC1CC1C#N,-0.2681,-0.0418,0.2263,95.03711378,0,36,0.34497999999999995,40.86,-323.378248
517,O=CCOCC=O,-0.2633,-0.0414,0.2219,102.031694052,0,40,-0.5992000000000002,43.370000000000005,-381.575764
518,O=CC1COC=N1,-0.2518,-0.036,0.2157,99.0320284,0,38,-0.38759999999999994,38.66,-360.522664
519,N#CC1(CC1)C#N,-0.3096,-0.0172,0.2924,92.037448128,0,34,0.81376,47.58,-302.299595
520,CCC1CCC=C1,-0.2336,0.0293,0.263,96.093900384,0,40,2.3626000000000005,0.0,-273.795915
521,OCC1(CO1)C#C,-0.2646,0.0189,0.2835,98.036779432,1,38,-0.6191,32.76,-344.376397
522,OCC1CN=CO1,-0.2532,0.0157,0.269,101.047678464,1,40,-0.5942000000000001,41.82000000000001,-361.713377
523,OCC1NC1C#C,-0.2482,0.0294,0.2776,97.052763844,2,38,-1.0477,42.17,-324.495912
524,CCCCCC#C,-0.2576,0.059,0.3166,96.093900384,0,40,2.1999000000000004,0.0,-273.75316
525,O=CC1CN=CO1,-0.2553,-0.0366,0.2187,99.0320284,0,38,-0.38759999999999994,38.66,-360.519114
526,OCC1(CO)CC1,-0.2469,0.0584,0.3053,102.06807956,2,42,-0.24880000000000013,40.46,-346.822687
527,OCC1NCC1=O,-0.2491,-0.0327,0.2163,101.047678464,2,40,-1.4804000000000002,49.33,-361.687102
528,N=C1OCC1C=O,-0.2685,-0.0415,0.227,99.0320284,1,38,-0.19103000000000003,50.15,-360.506347
529,O=CCC#CC#N,-0.2805,-0.0635,0.217,93.021463716,0,34,0.10237999999999992,40.86,-322.161023
530,O=CCCNC=O,-0.2518,-0.0289,0.2229,101.047678464,1,40,-0.6786000000000001,46.17,-361.736658
531,CCC1CCC1O,-0.2523,0.0752,0.3275,100.088815004,1,42,1.1673,20.23,-310.901712
532,CCC1(CN1)C#N,-0.2728,0.0227,0.2955,96.06874825599999,1,38,0.26198000000000005,45.730000000000004,-304.680534
533,C#CC1CC=CC1,-0.2431,0.0221,0.2652,92.062600256,0,36,1.5857999999999999,0.0,-271.354023
534,OCC1(CN1)C#C,-0.2538,0.033,0.2868,97.052763844,2,38,-1.0461,42.17,-324.495025
535,O=CN1CC1C#C,-0.2592,-0.0082,0.251,95.03711378,0,36,-0.5398000000000001,20.08,-323.320525
536,O=CC(C=O)C#C,-0.2617,-0.0704,0.1912,96.021129368,0,36,-0.36640000000000006,34.14,-343.216258
537,C#CC1OC1C#N,-0.2863,-0.0212,0.2651,93.021463716,0,34,-0.08942000000000005,36.32,-322.110668
538,CCC1CC1OC,-0.2416,0.0924,0.334,100.088815004,0,42,1.4313,9.23,-310.887898
539,OCC1(CO)CN1,-0.2529,0.0659,0.3188,103.063328528,3,42,-1.6869999999999996,62.400000000000006,-362.867605
540,CCCOCC#C,-0.2544,0.0347,0.289,98.07316494,0,40,1.0462,9.23,-309.664763
541,CCCC#CCC,-0.2386,0.0602,0.2988,96.093900384,0,40,2.1999000000000004,0.0,-273.763137
542,CCCCOCC,-0.2477,0.0913,0.3391,102.104465068,0,44,1.823,9.23,-312.114056
543,CC1COC1C#C,-0.2527,0.0216,0.2743,96.057514876,0,38,0.6545,9.23,-308.453985
544,N=C1OCC1C#N,-0.2913,-0.0066,0.2848,96.032362748,1,36,0.13364999999999994,56.87,-339.430825
545,CCC1NC1CO,-0.2465,0.0719,0.3185,101.084063972,2,42,-0.27090000000000025,42.17,-326.940144
546,COC(C#C)C#N,-0.2904,-0.015,0.2754,95.03711378,0,36,0.15817999999999993,33.019999999999996,-323.317702
547,C#CC1CCOC1,-0.2516,0.0498,0.3015,96.057514876,0,38,0.6561,9.23,-308.479375
548,O=CCC#CC=O,-0.2734,-0.0722,0.2012,96.021129368,0,36,-0.22230000000000016,34.14,-343.226754
549,CN=C1OCC1O,-0.2558,0.0172,0.273,101.047678464,1,40,-0.5941999999999998,41.82,-361.687818
550,C#CC1CCCC1,-0.2539,0.0599,0.3138,94.07825032,0,38,1.8098,0.0,-272.561023
551,NC1CNC1C#N,-0.2486,0.0121,0.2607,97.06399722399999,3,38,-1.1909199999999998,61.839999999999996,-320.727454
552,COC(C#C)C#C,-0.2688,0.007,0.2758,94.041864812,0,36,0.2677999999999999,9.23,-307.212436
553,CCC(CO)C#N,-0.283,0.0266,0.3096,99.068413908,1,40,0.5284800000000001,44.019999999999996,-325.785618
554,CN1CCC1C#N,-0.2393,0.0143,0.2536,96.06874825599999,0,38,0.21408000000000005,27.03,-304.678299
555,CC#CC#CC#N,-0.2665,-0.0718,0.1947,89.026549096,0,32,0.53668,23.79,-285.008161
556,OCC1COC1=O,-0.2799,-0.0017,0.2782,102.031694052,1,40,-0.8483000000000003,46.53,-381.60023
557,COC1(CC1)C=O,-0.2422,-0.0212,0.221,100.052429496,0,40,0.36430000000000007,26.3,-345.629195
558,COCCOC=N,-0.254,0.0329,0.2869,103.063328528,1,42,0.25647000000000014,42.31,-362.88503
559,CCN=COC=O,-0.2646,-0.0243,0.2403,101.047678464,0,40,0.2076,38.66,-361.725573
560,CNC(C#N)C#N,-0.2788,-0.0227,0.2562,95.04834715999999,1,36,-0.3784400000000001,59.61,-319.547834
561,CCOCC#CC,-0.2413,0.043,0.2843,98.07316494,0,40,1.0462,9.23,-309.676384
562,CCC1CCC1C,-0.2795,0.084,0.3635,98.109550448,0,42,2.442500000000001,0.0,-274.975682
563,COC1CC1CO,-0.2437,0.0813,0.325,102.06807956,1,42,0.013600000000000001,29.46,-346.807527
564,CCC(CC)CO,-0.2612,0.0795,0.3407,102.104465068,1,44,1.4149,20.23,-312.114274
565,O=CC1CCCC1,-0.243,-0.0171,0.2259,98.07316494,0,40,1.3755,17.07,-309.736288
566,O=CC1CCC=C1,-0.2421,-0.0253,0.2167,96.057514876,0,38,1.1515,17.07,-308.532536
567,OCCC#CC=O,-0.2653,-0.06,0.2053,98.036779432,1,38,-0.42890000000000006,37.3,-344.41592
568,O=CC1NC1C#C,-0.2516,-0.0337,0.2179,95.03711378,1,36,-0.8411000000000002,39.010000000000005,-323.308106
569,CCC1CN=CO1,-0.2456,0.026,0.2716,99.068413908,0,40,0.8235,21.59,-325.79144
570,CCC(OC)C=O,-0.2436,-0.0301,0.2135,102.06807956,0,42,0.6103000000000001,26.3,-346.845914
571,CCC(C#C)C#C,-0.2608,0.0347,0.2955,92.062600256,0,36,1.279,0.0,-271.305846
572,CCC(CC)C#C,-0.2591,0.0544,0.3135,96.093900384,0,40,2.0558,0.0,-273.754183
573,COC1CCC1=O,-0.2268,-0.026,0.2009,100.052429496,0,40,0.36430000000000007,26.3,-345.638604
574,CCC(CC)C=O,-0.2452,-0.0189,0.2263,100.088815004,0,42,1.6215,17.07,-310.931179
575,CNC(C=O)C#N,-0.2636,-0.0593,0.2042,98.048012812,1,38,-0.7031200000000002,52.89,-340.623254
576,O=CN1CC=CC1,-0.2363,0.0058,0.2421,97.052763844,0,38,0.014599999999999946,20.310000000000002,-324.601691
577,CCC1NC1C#N,-0.2761,0.0162,0.2923,96.06874825599999,1,38,0.2603799999999999,45.730000000000004,-304.681514
578,O=CC1(CO1)C#C,-0.2663,-0.0466,0.2198,96.021129368,0,36,-0.4125,29.6,-343.187316
579,CN=C1CCCO1,-0.2397,0.0355,0.2752,99.068413908,0,40,0.8251000000000001,21.59,-325.790773
580,O=CN(C=O)C=O,-0.2788,-0.0626,0.2162,101.011292956,0,38,-1.2424000000000002,54.45,-396.493117
581,CCC1CN1C=O,-0.2495,0.0036,0.2531,99.068413908,0,40,0.2370000000000001,20.08,-325.766269
582,CC1OCC1C#N,-0.2688,0.0162,0.285,97.052763844,0,38,0.54488,33.019999999999996,-324.565937
583,NCC1(CO1)C#N,-0.257,0.0066,0.2636,98.048012812,2,38,-0.7623200000000001,62.339999999999996,-340.601946
584,C#CC1(CN1)C#C,-0.2447,0.0101,0.2549,91.04219916,1,34,-0.4052,21.94,-286.12613
585,N=C1OCC1C#C,-0.2693,0.0152,0.2844,95.03711378,1,36,0.24326999999999993,33.08,-323.325867
586,COC1COC1=O,-0.2558,-0.0038,0.252,102.031694052,0,40,-0.4418000000000002,35.53,-381.587479
587,OCC1(CC1)C=O,-0.2577,-0.029,0.2286,100.052429496,1,40,-0.042200000000000015,37.3,-345.642983
588,CCC1COC1=O,-0.2707,0.0098,0.2805,100.052429496,0,40,0.5694,26.3,-345.678556
589,CCC1CC1CC,-0.2627,0.0941,0.3568,98.109550448,0,42,2.442500000000001,0.0,-274.973501
590,CCCCCCC,-0.2992,0.091,0.3902,100.12520051199999,0,44,2.976700000000002,0.0,-276.195616
591,OC1CCC1C#C,-0.2532,0.039,0.2922,96.057514876,1,38,0.3905,20.23,-308.464334
592,OCC1(CC1)C#C,-0.2512,0.0419,0.2931,96.057514876,1,38,0.3921,20.23,-308.457574
593,COC(CO)CO,-0.2501,0.0627,0.3127,106.06299418,2,44,-1.0140000000000002,49.69,-383.956475
594,CCC1(CN1)C=O,-0.2473,-0.0239,0.2234,99.068413908,1,40,-0.06269999999999992,39.010000000000005,-325.756886
595,O=CC1OCCO1,-0.2478,-0.0359,0.2119,102.031694052,0,40,-0.44179999999999997,35.53,-381.579777
596,OCCC#CCO,-0.2452,0.0351,0.2802,100.052429496,2,40,-0.6355000000000002,40.46,-345.598593
597,O=CC1COC1=O,-0.2765,-0.0518,0.2247,100.016043988,0,38,-0.6416999999999999,43.370000000000005,-380.410548
598,NCC1(CN1)C#N,-0.2576,0.0258,0.2834,97.06399722399999,3,38,-1.18932,71.75,-320.719988
599,CCC1(CO1)C=O,-0.2578,-0.0374,0.2204,100.052429496,0,40,0.36430000000000007,29.6,-345.638277
600,CCN(C=N)C=O,-0.2412,-0.0181,0.2232,100.063662876,1,40,0.07176999999999994,44.160000000000004,-341.845087
601,COC(C#N)C#N,-0.3184,-0.0403,0.2781,96.032362748,0,36,0.04855999999999994,56.809999999999995,-339.418532
602,OCC1(CO1)C=O,-0.2628,-0.0523,0.2106,102.031694052,1,40,-1.0534000000000001,49.83,-381.559359
603,OCC1OC1CO,-0.2682,0.0719,0.34,104.047344116,2,42,-1.2616,52.989999999999995,-382.742983
604,CCC(CC)CC,-0.2984,0.0907,0.3891,100.12520051199999,0,44,2.832600000000001,0.0,-276.191629
605,CCN(C=O)C=O,-0.2521,-0.0367,0.2154,101.047678464,0,40,-0.3789,37.38,-361.745263
606,COCCCC#C,-0.2551,0.0568,0.3119,98.07316494,0,40,1.0462,9.23,-309.665453
607,COC1CN=CO1,-0.2581,0.0216,0.2798,101.047678464,0,40,0.01739999999999997,30.82,-361.713469
608,CCC1OCC1C,-0.2394,0.0856,0.3249,100.088815004,0,42,1.4313,9.23,-310.900493
609,CCC1CC1CO,-0.2571,0.0792,0.3363,100.088815004,1,42,1.0248,20.23,-310.893045
610,CCC1CC=CC1,-0.2334,0.0315,0.2649,96.093900384,0,40,2.3626000000000005,0.0,-273.796006
611,OCC#CCC=O,-0.2539,-0.0331,0.2209,98.036779432,1,38,-0.42890000000000006,37.3,-344.414094
612,CCC#CCC#C,-0.2476,0.0425,0.2901,92.062600256,0,36,1.4231,0.0,-271.314762
613,OCC1CNC1=O,-0.2583,0.0221,0.2804,101.047678464,2,40,-1.2752999999999999,49.33,-361.720845
614,O=CC1CN1C=O,-0.2582,-0.0552,0.203,99.0320284,0,38,-0.9741,37.15,-360.499901
615,COC1CCC1O,-0.2471,0.078,0.3251,102.06807956,1,42,0.15609999999999996,29.46,-346.821249
616,CCC(CO)C#C,-0.2611,0.0549,0.316,98.07316494,1,40,0.6381000000000001,20.23,-309.675044
617,N#CC1CCCN1,-0.248,0.0289,0.2769,96.06874825599999,1,38,0.26197999999999994,35.82,-304.708428
618,COC=NCCO,-0.2469,0.0106,0.2575,103.063328528,1,42,-0.34659999999999996,41.82,-362.889698
619,CC1CCC1C#C,-0.253,0.0494,0.3024,94.07825032,0,38,1.6657,0.0,-272.535908
620,CCCCCC=O,-0.2476,-0.0186,0.229,100.088815004,0,42,1.7656,17.07,-310.930747
621,CCC(C#N)C#N,-0.3386,-0.0102,0.3284,94.053098192,0,36,1.0597599999999998,47.58,-303.517045
622,O=CC#CCC#C,-0.2698,-0.0651,0.2048,92.026214748,0,34,0.2119999999999999,17.07,-306.045617
623,CC1OCC1CO,-0.2405,0.0702,0.3107,102.06807956,1,42,0.013600000000000001,29.46,-346.820382
624,CNC(CN)C#N,-0.2349,0.0324,0.2673,99.07964728799999,3,40,-0.9433199999999999,61.839999999999996,-321.940581
625,OCC1=NCCO1,-0.2556,0.0202,0.2758,101.047678464,1,40,-0.5926,41.82000000000001,-361.718141
626,CC#CC#CC#C,-0.2323,-0.0452,0.1871,88.031300128,0,32,0.6463000000000001,0.0,-268.909226
627,N#CC1CCOC1,-0.2754,0.0298,0.3052,97.052763844,0,38,0.5464800000000001,33.019999999999996,-324.587455
628,OCCCOC=O,-0.2783,0.0081,0.2864,104.047344116,1,42,-0.45820000000000016,46.53,-382.794067
629,NC1COC1C#N,-0.2611,-0.0031,0.258,98.048012812,2,38,-0.7639200000000002,59.04,-340.606791
630,CCC(C#C)C#N,-0.2853,0.0136,0.2989,93.057849224,0,36,1.1693799999999999,23.79,-287.413294
631,CCN1CC1CO,-0.2162,0.0657,0.2819,101.084063972,1,42,-0.3172000000000001,23.240000000000002,-326.92817
632,O=CC1CC1C#C,-0.2477,-0.0244,0.2234,94.041864812,0,36,0.45459999999999995,17.07,-307.272387
633,OC1CNC1C=O,-0.2421,-0.0326,0.2096,101.047678464,2,40,-1.482,49.33,-361.675622
634,CCC1(CC1)C#C,-0.24,0.0559,0.2959,94.07825032,0,38,1.8098,0.0,-272.535238
635,CCC1(CC)CO1,-0.2581,0.0903,0.3484,100.088815004,0,42,1.5754000000000001,12.53,-310.900672
636,N#CCOCC#N,-0.3151,-0.0299,0.2853,96.032362748,0,36,0.05015999999999993,56.809999999999995,-339.423358
637,O=CCCCC#C,-0.2532,-0.0259,0.2274,96.057514876,0,38,0.9888,17.07,-308.487184
638,OCC1NC1CO,-0.2542,0.0648,0.319,103.063328528,3,42,-1.6885999999999994,62.400000000000006,-362.861706
639,N#CCNCC#N,-0.2796,-0.0138,0.2658,95.04834715999999,1,36,-0.37684000000000006,59.61,-319.55252
640,C#CC1=NCCO1,-0.247,-0.0297,0.2173,95.03711378,0,36,0.04830000000000001,21.59,-323.34571
641,C#CCC#CC#C,-0.248,-0.0186,0.2294,88.031300128,0,32,0.6463,0.0,-268.879903
642,O=CC1OC1C=O,-0.2667,-0.0725,0.1942,100.016043988,0,38,-0.8484,46.67,-380.363364
643,O=CC1COCO1,-0.254,-0.0337,0.2202,102.031694052,0,40,-0.44179999999999997,35.53,-381.577799
644,N#CC1OC1C#N,-0.3308,-0.0454,0.2853,94.016712684,0,34,-0.19904000000000005,60.11,-338.210125
645,N#CC1CNC=N1,-0.2474,0.0016,0.249,95.04834715999999,1,36,-0.48992000000000013,48.18,-319.567982
646,C#CC1CCC=C1,-0.2439,0.0193,0.2632,92.062600256,0,36,1.5857999999999999,0.0,-271.353079
647,CCC(C=O)C#N,-0.2805,-0.0514,0.2291,97.052763844,0,38,0.73508,40.86,-324.594579
648,OCCCCCO,-0.2624,0.0775,0.34,104.083729624,2,44,0.14130000000000004,40.46,-348.035953
649,O=CC1=NCCO1,-0.263,-0.0762,0.1868,99.0320284,0,38,-0.3860000000000001,38.66,-360.519368
650,OCC#CCC#N,-0.2686,0.0091,0.2777,95.03711378,1,36,-0.10422000000000009,44.019999999999996,-323.336553
651,COC=NCC#N,-0.2696,0.0013,0.2708,98.048012812,0,38,0.18467999999999996,45.379999999999995,-340.627463
652,N=CN(C=N)C=O,-0.2514,-0.0359,0.2155,99.04326178,2,38,-0.3410600000000001,68.01,-356.698143
653,CCC(CC)OC,-0.2427,0.0838,0.3265,102.104465068,0,44,1.8214000000000001,9.23,-312.110244
654,CCC1(CN1)C#C,-0.2437,0.0434,0.2871,95.073499288,1,38,0.3716000000000001,21.94,-288.573074
655,CCC(NC)C#N,-0.2442,0.0296,0.2738,98.08439831999999,1,40,0.5079799999999999,35.82,-305.895224
656,OCC1NC1C#N,-0.2722,0.008,0.2802,98.048012812,2,38,-1.1573200000000001,65.96000000000001,-340.602053
657,O=CCNCC#N,-0.2661,-0.0428,0.2233,98.048012812,1,38,-0.7015199999999999,52.89,-340.626311
658,OCC(C=O)C#N,-0.2812,-0.0587,0.2226,99.0320284,1,38,-0.68262,61.089999999999996,-360.514657
659,O=CN1CC1C#N,-0.2798,-0.0285,0.2512,96.032362748,0,36,-0.6494200000000001,43.87,-339.423668
660,C#CC1CC1C#C,-0.2417,0.0296,0.2713,90.046950192,0,34,0.8889,0.0,-270.091363
661,CN=COCC#C,-0.2535,0.0143,0.2679,97.052763844,0,38,0.2943000000000001,21.59,-324.516325
662,OC1COC1C#N,-0.2842,-0.0072,0.2769,99.0320284,1,38,-0.7303200000000001,53.25,-360.482809
663,O=CCC#CC#C,-0.25,-0.0424,0.2075,92.026214748,0,34,0.2119999999999999,17.07,-306.061829
664,O=CN1CCC1=O,-0.2588,-0.0391,0.2196,99.0320284,0,38,-0.6249,37.38,-360.545606
665,O=CCOCC#N,-0.2744,-0.0445,0.2299,99.0320284,0,38,-0.27452,50.09,-360.500205
666,CCC1=NCCO1,-0.2393,0.0304,0.2697,99.068413908,0,40,0.8251000000000001,21.59,-325.796548
667,CN=COCC=O,-0.2611,-0.0407,0.2204,101.047678464,0,40,-0.1399999999999999,38.66,-361.697231
668,CCC1(CO)CN1,-0.246,0.0656,0.3116,101.084063972,2,42,-0.26930000000000004,42.17,-326.941383
669,CN=C1OCC=C1,-0.2322,-0.0251,0.2071,97.052763844,0,38,0.6011000000000001,21.59,-324.587397
670,CCC1COC1=N,-0.2618,0.0278,0.2896,99.068413908,1,40,1.02007,33.08,-325.773689
671,N=COCCC#N,-0.2805,0.0045,0.285,98.048012812,1,38,0.5237499999999999,56.87,-340.634609
672,CCCC#CC=O,-0.2625,-0.0571,0.2054,96.057514876,0,38,0.9887999999999999,17.07,-308.496017
673,OCCC#CC#N,-0.2863,-0.0404,0.2459,95.03711378,1,36,-0.10422000000000009,44.019999999999996,-323.351234
674,COC1CCC1C,-0.2429,0.0837,0.3265,100.088815004,0,42,1.4313,9.23,-310.893708
675,CC1COC1C=O,-0.2429,-0.0293,0.2136,100.052429496,0,40,0.22019999999999995,26.3,-345.630162
676,O=C1OCC1C#N,-0.3039,-0.025,0.2789,97.016378336,0,36,-0.31701999999999997,50.09,-359.334449
677,COCCCCO,-0.2509,0.0796,0.3305,104.083729624,1,44,0.40530000000000005,29.46,-348.029034
678,CC1CCC1CO,-0.2605,0.0782,0.3387,100.088815004,1,42,1.0248,20.23,-310.896395
679,C#CC1OC1C#C,-0.2591,0.0014,0.2605,92.026214748,0,34,0.02019999999999994,12.53,-306.007417
680,OCC1OC1C#C,-0.2646,0.013,0.2776,98.036779432,1,38,-0.6207,32.76,-344.377035
681,OCC1OC1C=O,-0.2671,-0.0473,0.2198,102.031694052,1,40,-1.0550000000000002,49.83,-381.555077
682,OCCOCC#C,-0.2646,0.0249,0.2895,100.052429496,1,40,-0.37149999999999994,29.46,-345.588028
683,C#CC#CCC#N,-0.2648,-0.0359,0.2289,89.026549096,0,32,0.53668,23.79,-284.985725
684,CCC#CCCO,-0.2419,0.0575,0.2994,98.07316494,1,40,0.7822,20.23,-309.683692
685,COC1CC1C#N,-0.2631,0.0281,0.2912,97.052763844,0,38,0.54488,33.019999999999996,-324.555614
686,CCC#CCC=O,-0.2457,-0.0266,0.219,96.057514876,0,38,0.9887999999999999,17.07,-308.496878
687,CCC1CC1C#C,-0.2398,0.0512,0.291,94.07825032,0,38,1.6657,0.0,-272.534906
688,O=CC1CC1C=O,-0.2574,-0.0419,0.2155,98.036779432,0,38,0.020299999999999985,34.14,-344.450374
689,OCC(CO)CO,-0.2502,0.0631,0.3133,106.06299418,3,44,-1.4205000000000003,60.69,-383.963889
690,CCC1CC1C=O,-0.2443,-0.0157,0.2286,98.07316494,0,40,1.2314,17.07,-309.714145
691,CN=C1OCC1C,-0.2464,0.0327,0.2791,99.068413908,0,40,0.681,21.59,-325.767344
692,CCC(C=O)C=O,-0.2583,-0.0554,0.2029,100.052429496,0,40,0.4104,34.14,-345.665783
693,N#CC1CN=CO1,-0.2802,-0.0108,0.2693,96.032362748,0,36,-0.06291999999999998,45.379999999999995,-339.445662
694,CC#CCCC#C,-0.2467,0.0457,0.2925,92.062600256,0,36,1.4231,0.0,-271.320589
695,COC(CO)C#N,-0.2851,0.0123,0.2974,101.047678464,1,40,-0.48272,53.25,-361.695633
696,CCC1OC1CO,-0.2617,0.0794,0.3411,102.06807956,1,42,0.15609999999999996,32.76,-346.822622
697,N#CC1CCC=C1,-0.2647,0.0006,0.2654,93.057849224,0,36,1.47618,23.79,-287.46229
698,C#CC1CN=CO1,-0.2575,0.0113,0.2688,95.03711378,0,36,0.046699999999999964,21.59,-323.341408
699,CC1CCC1C#N,-0.3022,0.0285,0.3306,95.073499288,0,38,1.55608,23.79,-288.645198
700,OCCCCC#N,-0.2758,0.0347,0.3105,99.068413908,1,40,0.67258,44.019999999999996,-325.782478
701,O=CC1(CN1)C=O,-0.2605,-0.052,0.2084,99.0320284,1,38,-1.2738000000000003,56.080000000000005,-360.494603
702,OCC1NC1C=O,-0.256,-0.0335,0.2226,101.047678464,2,40,-1.482,59.24,-361.675536
703,O=CC1=CCCC1,-0.2473,-0.0529,0.1944,96.057514876,0,38,1.2955999999999999,17.07,-308.543633
704,CCC(CC)C#N,-0.3136,0.0354,0.349,97.08914935199999,0,40,1.94618,23.79,-289.863925
705,CCC1OC1C=O,-0.2597,-0.0404,0.2193,100.052429496,0,40,0.3627,29.6,-345.635331
706,CCN1CC1C#N,-0.2566,0.0126,0.2692,96.06874825599999,0,38,0.21408000000000005,26.799999999999997,-304.674769
707,CCCCCOC,-0.2495,0.09,0.3395,102.104465068,0,44,1.823,9.23,-312.108783
708,O=COCCC#N,-0.2985,-0.0124,0.2861,99.0320284,0,38,0.07308000000000003,50.09,-360.537495
709,O=CC(C#C)C#C,-0.259,-0.0434,0.2157,92.026214748,0,34,0.0678999999999999,17.07,-306.036428
710,O=CNCCC#N,-0.2713,0.0073,0.2785,98.048012812,1,38,-0.35392,52.89,-340.668181
711,CCC1CN1CC,-0.2193,0.0918,0.3111,99.10479941599999,0,42,1.1005,3.01,-291.008288
712,CN=C1COCO1,-0.2537,0.0239,0.2776,101.047678464,0,40,0.019000000000000017,30.82,-361.709504
713,O=CCNCC=O,-0.2571,-0.0428,0.2142,101.047678464,1,40,-1.0262,46.17,-361.699006
714,O=CC1CNC1=O,-0.2575,-0.0363,0.2212,99.0320284,1,38,-1.0687,46.17,-360.531889
715,CCC1(CO1)C#N,-0.2986,0.0035,0.3021,97.052763844,0,38,0.68898,36.32,-324.561797
716,C#CC1OCCO1,-0.2621,0.0338,0.2959,98.036779432,0,38,-0.007500000000000062,18.46,-344.4
717,O=CC1CC=CC1,-0.2471,-0.0192,0.2278,96.057514876,0,38,1.1515,17.07,-308.532562
718,CNC(=NC)C#N,-0.2405,-0.0368,0.2037,97.06399722399999,1,38,-0.2423200000000001,48.18,-320.759209
719,OCCC#CC#C,-0.2428,-0.0122,0.2306,94.041864812,1,36,0.005399999999999849,20.23,-307.250187
720,COC1CC=CC1,-0.2371,0.0311,0.2682,98.07316494,0,40,1.3514,9.23,-309.711579
721,CCC1CCC1=O,-0.2364,-0.0172,0.2193,98.07316494,0,40,1.3755,17.07,-309.727392
722,CCCNCC#N,-0.2469,0.0233,0.2702,98.08439831999999,1,40,0.5095799999999999,35.82,-305.895294
